"dis1","dis2","Count"
"骨肿瘤","特指部位关节疾患",1
"掴窝良性肿瘤","软组织疾患，未特指",1
"海绵状血管瘤","颈椎间盘疾患，未特指",1
"汗腺囊瘤","高血压",1
"颌下淋巴结继发恶性肿瘤","急性咽喉炎",1
"颌下淋巴结继发恶性肿瘤","青年起病成年型糖尿病",2
"颌下淋巴结继发恶性肿瘤","支气管继发恶性肿瘤",1
"黑色素瘤","骨髓抑制",1
"横结肠恶性肿瘤","肠梗阻",1
"横结肠恶性肿瘤","腹腔继发恶性肿瘤",3
"横结肠恶性肿瘤","肝囊肿",1
"横结肠恶性肿瘤","结肠息肉",1
"横结肠恶性肿瘤","盆腔继发恶性肿瘤",2
"横结肠恶性肿瘤","手术后结肠造瘘口狭窄",1
"喉恶性肿瘤","代谢性酸中毒",1
"喉恶性肿瘤","低蛋白血症",1
"喉恶性肿瘤","低钠血症",2
"喉恶性肿瘤","肺部感染",4
"喉恶性肿瘤","高血压I",1
"喉恶性肿瘤","高血压I期",1
"喉恶性肿瘤","骨继发恶性肿瘤",2
"喉恶性肿瘤","呼吸衰竭",2
"喉恶性肿瘤","混合性贫血",1
"喉恶性肿瘤","颈部淋巴结继发恶性肿瘤",1
"喉恶性肿瘤","慢性失血性贫血",1
"喉恶性肿瘤","慢性阻塞性肺病伴急性加重",1
"喉恶性肿瘤","脑血管供血不足",1
"喉恶性肿瘤","皮层下动脉硬化性脑病",1
"喉恶性肿瘤","腔隙性脑梗塞",1
"喉恶性肿瘤","支气管哮喘，非危重",2
"喉良性肿瘤","声带息肉",1
"喉原位癌","高血压病",1
"壶腹部交界恶性肿瘤","梗阻性黄疸(胆囊)",2
"壶腹部交界恶性肿瘤","急性腹膜炎",1
"壶腹部交界恶性肿瘤","急性化脓性胆管炎",1
"壶腹部肿瘤","梗阻性黄疸",1
"回肠继发恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"回肠继发恶性肿瘤","胃恶性肿瘤个人史",1
"回肠良性肿瘤","慢性肠炎",1
"回肠良性肿瘤","慢性萎缩性胃炎",1
"回肠良性肿瘤","特指功能性肠疾患",1
"回盲部恶性肿瘤","2型糖尿病",4
"回盲部恶性肿瘤","低蛋白血症",3
"回盲部恶性肿瘤","电解质代谢紊乱",1
"回盲部恶性肿瘤","腹膜继发恶性肿瘤",1
"回盲部恶性肿瘤","高血压I期",4
"回盲部恶性肿瘤","高血压病",2
"回盲部恶性肿瘤","冠状动脉粥样硬化",1
"回盲部恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"回盲部恶性肿瘤","回肠憩室",1
"回盲部恶性肿瘤","空肠继发恶性肿瘤",1
"回盲部恶性肿瘤","慢性丙型病毒性肝炎",1
"回盲部恶性肿瘤","慢性萎缩性胃炎",1
"回盲部恶性肿瘤","贫血",1
"回盲部恶性肿瘤","缺铁性贫血",1
"回盲部恶性肿瘤","心律失常",3
"回盲部恶性肿瘤","胸腔积液",1
"回盲部恶性肿瘤","直肠息肉",1
"会厌恶性肿瘤","高血压",1
"会厌恶性肿瘤","高血压病",1
"会厌恶性肿瘤","颈部淋巴结继发恶性肿瘤",1
"会厌恶性肿瘤","慢性萎缩性胃炎",1
"会厌恶性肿瘤","食管的其他特指疾病",1
"会厌恶性肿瘤","胃恶性肿瘤个人史",1
"会厌恶性肿瘤","腰椎间盘突出",1
"霍奇金[何杰金]病，未特指","高血压",1
"急性白血病","2型糖尿病",1
"急性白血病","病毒性肝炎病原携带者",1
"急性白血病","电解质紊乱",1
"急性白血病","动脉硬化性痴呆",1
"急性白血病","动脉硬化性脑软化",1
"急性白血病","肺弥漫性间质病变",1
"急性白血病","肺炎",1
"急性白血病","肺占位性病变",1
"急性白血病","高血压I期",1
"急性白血病","高脂血症",1
"急性白血病","急性上呼吸道感染",1
"急性白血病","脑出血",1
"急性白血病","脑梗死",1
"急性白血病","上呼吸道感染",1
"急性白血病","束支传导阻滞",1
"急性白血病","外痔",1
"急性白血病","细菌性肠道感染",1
"急性白血病","心律失常",1
"急性白血病","药物性肝损害",1
"急性白血病","乙型肝炎病毒携带者急性δ因子重复感染",1
"急性单核细胞性白血病 M5型","急性阑尾炎",1
"急性单核细胞性白血病 M5型","外痔，不伴有并发症",1
"急性骨髓纤维化","低蛋白血症",2
"急性骨髓纤维化","呼吸衰竭",1
"急性骨髓纤维化","急性上呼吸道感染",1
"急性骨髓纤维化","急性咽炎",1
"急性骨髓纤维化","急性支气管炎",1
"急性骨髓纤维化","消化道出血",1
"急性淋巴细胞白血病","病毒性肝炎带菌者",1
"急性淋巴细胞白血病","低蛋白血症",1
"急性淋巴细胞白血病","窦性心动过速",1
"急性淋巴细胞白血病","高蛋白血症",1
"急性淋巴细胞白血病","高血压I期",1
"急性淋巴细胞白血病","高脂血症",1
"急性淋巴细胞白血病","急性上呼吸道感染",1
"急性淋巴细胞白血病","急性胃炎",1
"急性淋巴细胞白血病","上呼吸道感染",1
"急性淋巴细胞白血病","纤维蛋白原缺乏",1
"急性淋巴细胞白血病","药物性肝损害",3
"急性淋巴细胞白血病","药物性肝炎",1
"急性淋巴细胞白血病","乙型肝炎病毒携带者的急性δ因子(重复)感染",1
"急性淋巴细胞白血病","中枢神经系统恶性肿瘤",1
"急性淋巴细胞性白血病","电解质紊乱",1
"急性髓系白血病","2型糖尿病",1
"急性髓系白血病","2型糖尿病性视网膜病变",1
"急性髓系白血病","病毒性肝炎病原携带者",1
"急性髓系白血病","肠道菌群失调",1
"急性髓系白血病","肠道真菌感染",1
"急性髓系白血病","出血性内痔",1
"急性髓系白血病","低蛋白血症",8
"急性髓系白血病","低钾血症",3
"急性髓系白血病","低氯血症",1
"急性髓系白血病","低钠血症",5
"急性髓系白血病","电解质代谢紊乱",2
"急性髓系白血病","肺部感染",4
"急性髓系白血病","肺炎",2
"急性髓系白血病","肺炎克雷伯杆菌感染",1
"急性髓系白血病","肛瘘",3
"急性髓系白血病","肛门周围感染",1
"急性髓系白血病","肛周脓肿",1
"急性髓系白血病","高血压Ⅲ期",1
"急性髓系白血病","高脂血症",2
"急性髓系白血病","化疗后骨髓抑制",1
"急性髓系白血病","急性肠炎",1
"急性髓系白血病","急性骨髓纤维化",2
"急性髓系白血病","急性结膜炎",1
"急性髓系白血病","急性上呼吸道感染",4
"急性髓系白血病","急性上消化道出血",1
"急性髓系白血病","急性咽炎",2
"急性髓系白血病","菌血症",3
"急性髓系白血病","口腔感染",1
"急性髓系白血病","绿脓杆菌败血症",1
"急性髓系白血病","慢性肺源性心脏病",1
"急性髓系白血病","慢性咽炎",1
"急性髓系白血病","慢性阻塞性肺病",1
"急性髓系白血病","肾病综合征",1
"急性髓系白血病","外痔",1
"急性髓系白血病","细菌性肠道感染",1
"急性髓系白血病","消化道出血",1
"急性髓系白血病","心包积液",1
"急性髓系白血病","心功能不全",1
"急性髓系白血病","胸腔积液",2
"急性髓系白血病","循环衰竭",1
"急性髓系白血病","牙龈白斑",1
"急性髓系白血病","药物性肝损害",4
"急性髓样白血病","低蛋白血症",1
"急性髓样白血病","低钠血症",1
"急性髓样白血病","高血压I",1
"急性髓样白血病","骨髓抑制",1
"急性髓样白血病","急性上呼吸道感染",1
"急性髓样白血病","急性支气管炎",1
"急性髓样白血病","脑梗塞后遗症",1
"急性髓样白血病","糖尿病",1
"急性早幼粒细胞白血病","胆囊结石，不伴有胆囊炎",1
"急性早幼粒细胞白血病","高甘油脂血症",1
"急性早幼粒细胞白血病","高脂血症",2
"急性早幼粒细胞性白血病","带状疱疹",1
"急性早幼粒细胞性白血病","低钾血症",4
"急性早幼粒细胞性白血病","高脂血症",6
"急性早幼粒细胞性白血病","急性颌下淋巴结炎",1
"急性早幼粒细胞性白血病","急性咽炎",1
"急性早幼粒细胞性白血病","上肢静脉炎",1
"急性早幼粒细胞性白血病","眼底出血",1
"急性早幼粒细胞性白血病","药物性肝损害",2
"急性早幼粒细胞性白血病","银屑病",6
"急性早幼粒细胞性白血病","幽门管溃疡",1
"急性早幼粒细胞性白血病","脂肪肝",2
"脊膜肿瘤","高血压病",1
"脊髓圆锥恶性肿瘤","高胆固醇血症",1
"脊髓圆锥恶性肿瘤","高脂血症",1
"脊髓圆锥良性肿瘤","先天性脊髓栓系综合征",1
"脊柱动态未定肿瘤","高血压病",1
"脊柱动态未定肿瘤","青年起病成年型糖尿病",1
"脊柱良性肿瘤","颈部脊髓损伤",1
"颊粘膜恶性肿瘤","颌下腺肿物",1
"甲状旁腺良性肿瘤","甲状旁腺功能亢进症",1
"甲状腺恶性肿瘤","2型糖尿病",1
"甲状腺恶性肿瘤","宫颈恶性肿瘤",2
"甲状腺恶性肿瘤","甲状腺机能亢进",1
"甲状腺恶性肿瘤","结节性甲状腺肿",1
"甲状腺恶性肿瘤","乳腺肿瘤",1
"甲状腺恶性肿瘤","支气管炎",1
"甲状腺良性肿瘤","2型糖尿病",2
"甲状腺良性肿瘤","大面积脑梗死",1
"甲状腺良性肿瘤","窦性心动过速",1
"甲状腺良性肿瘤","肺结节病",1
"甲状腺良性肿瘤","高血压",5
"甲状腺良性肿瘤","高血压I期",1
"甲状腺良性肿瘤","高血压病",6
"甲状腺良性肿瘤","甲状腺结节",2
"甲状腺良性肿瘤","结节性甲状腺肿",3
"甲状腺良性肿瘤","类风湿性关节炎",1
"甲状腺良性肿瘤","慢性单纯性支气管炎",1
"甲状腺良性肿瘤","乳腺炎",1
"甲状腺良性肿瘤","十二指肠球部息肉",1
"甲状腺良性肿瘤","睡眠呼吸暂停综合征",1
"甲状腺良性肿瘤","糖尿病",2
"甲状腺良性肿瘤","胃炎",1
"甲状腺良性肿瘤","心律失常",1
"甲状腺良性肿瘤","支气管炎",1
"甲状腺良性肿瘤","中度贫血",1
"甲状腺肿瘤","低蛋白血症",1
"甲状腺肿瘤","肺炎",1
"甲状腺肿瘤","高血压I期",1
"甲状腺肿瘤","宫颈恶性肿瘤个人史",3
"甲状腺肿瘤","结肠恶性肿瘤个人史",1
"甲状腺肿瘤","缺铁性贫血",1
"甲状腺肿瘤","消化道出血",1
"甲状腺肿瘤","心律失常",1
"浆细胞白血病","肾病综合征",1
"浆细胞瘤","肱骨骨折",2
"浆细胞瘤","骨继发恶性肿瘤",1
"浆细胞瘤","静脉功能不全",1
"浆细胞瘤","盆腔继发恶性肿瘤",1
"浆细胞瘤","髂骨骨折",1
"浆细胞瘤","腰椎退行性病变",1
"浆液性囊腺瘤","输卵管积水",1
"浆液性囊腺瘤","子宫颈息肉",1
"降结肠恶性肿瘤","2型糖尿病",1
"降结肠恶性肿瘤","2型糖尿病性视网膜病变",1
"降结肠恶性肿瘤","肠梗阻",1
"降结肠恶性肿瘤","高血压",1
"降结肠恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"降结肠恶性肿瘤","具有冠状血管成形术植入物和移植物",1
"降结肠恶性肿瘤","心律失常",1
"降结肠恶性肿瘤","乙状结肠息肉",1
"降结肠恶性肿瘤","直肠息肉",1
"降结肠肿瘤","高血压病",1
"降结肠肿瘤","慢性胃炎",1
"结肠恶性肿瘤，未特指","胆囊结石伴慢性胆囊炎",1
"结肠恶性肿瘤，未特指","肺炎，未特指",1
"结肠恶性肿瘤，未特指","高血压",1
"结肠恶性肿瘤，未特指","慢性支气管炎",1
"结肠恶性肿瘤，未特指","前列腺增生",1
"结肠恶性肿瘤","2型糖尿病",1
"结肠恶性肿瘤","肠梗阻",6
"结肠恶性肿瘤","肠结核",1
"结肠恶性肿瘤","胆囊恶性肿瘤",1
"结肠恶性肿瘤","胆囊结石",2
"结肠恶性肿瘤","胆囊结石伴特指胆囊炎",1
"结肠恶性肿瘤","胆囊切除术后状态",1
"结肠恶性肿瘤","胆囊切除术后综合征",1
"结肠恶性肿瘤","胆囊息肉",1
"结肠恶性肿瘤","低蛋白血症",5
"结肠恶性肿瘤","低钾血症",3
"结肠恶性肿瘤","低钠血症",1
"结肠恶性肿瘤","多发性结肠息肉",1
"结肠恶性肿瘤","多器官功能障碍综合征(MODS)",1
"结肠恶性肿瘤","恶病质",1
"结肠恶性肿瘤","房间隔缺损",1
"结肠恶性肿瘤","非胰岛素依赖型糖尿病",1
"结肠恶性肿瘤","肺大泡破裂",1
"结肠恶性肿瘤","肺继发恶性肿瘤",2
"结肠恶性肿瘤","肺炎",1
"结肠恶性肿瘤","肺炎，未特指",1
"结肠恶性肿瘤","腹壁软组织感染",1
"结肠恶性肿瘤","腹膜壁层恶性肿瘤",1
"结肠恶性肿瘤","腹膜恶性肿瘤，未特指",1
"结肠恶性肿瘤","腹膜炎",1
"结肠恶性肿瘤","腹腔感染",1
"结肠恶性肿瘤","腹腔淋巴结继发恶性肿瘤",2
"结肠恶性肿瘤","腹水",1
"结肠恶性肿瘤","肝继发恶性肿瘤",6
"结肠恶性肿瘤","肝继发性恶性肿瘤",1
"结肠恶性肿瘤","肝血管瘤病",1
"结肠恶性肿瘤","高血压",1
"结肠恶性肿瘤","高血压Ⅲ期",1
"结肠恶性肿瘤","高血压I",1
"结肠恶性肿瘤","高血压I期",1
"结肠恶性肿瘤","高血压病",6
"结肠恶性肿瘤","高脂血症",1
"结肠恶性肿瘤","宫颈恶性肿瘤",1
"结肠恶性肿瘤","宫颈恶性肿瘤，未特指",1
"结肠恶性肿瘤","宫颈恶性肿瘤个人史",1
"结肠恶性肿瘤","骨继发恶性肿瘤",1
"结肠恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"结肠恶性肿瘤","呼吸衰竭，未特指",1
"结肠恶性肿瘤","黄色瘤",1
"结肠恶性肿瘤","混合痔",1
"结肠恶性肿瘤","继发性癫痫",1
"结肠恶性肿瘤","甲状腺恶性肿瘤",1
"结肠恶性肿瘤","甲状腺肿瘤",1
"结肠恶性肿瘤","结肠息肉",4
"结肠恶性肿瘤","结肠腺瘤样息肉病",1
"结肠恶性肿瘤","结肠造口状态",1
"结肠恶性肿瘤","结核性腹腔积液",1
"结肠恶性肿瘤","颈部淋巴结继发恶性肿瘤",1
"结肠恶性肿瘤","卵巢恶性肿瘤",1
"结肠恶性肿瘤","慢性浅表性胃炎",1
"结肠恶性肿瘤","慢性萎缩性胃炎",1
"结肠恶性肿瘤","慢性胃炎",1
"结肠恶性肿瘤","慢性支气管炎",1
"结肠恶性肿瘤","门静脉高压",1
"结肠恶性肿瘤","脑梗死",1
"结肠恶性肿瘤","盆腔继发恶性肿瘤",1
"结肠恶性肿瘤","皮层下动脉硬化性脑病",1
"结肠恶性肿瘤","皮肤脓肿",1
"结肠恶性肿瘤","脾功能亢进",1
"结肠恶性肿瘤","贫血",1
"结肠恶性肿瘤","贫血，未特指",1
"结肠恶性肿瘤","肾病综合征",1
"结肠恶性肿瘤","失血性贫血",1
"结肠恶性肿瘤","十二指肠球部溃疡",1
"结肠恶性肿瘤","食管白斑",1
"结肠恶性肿瘤","食管的其他特指疾病",1
"结肠恶性肿瘤","胃恶性肿瘤",2
"结肠恶性肿瘤","胃息肉",1
"结肠恶性肿瘤","心动过缓",1
"结肠恶性肿瘤","心律失常",2
"结肠恶性肿瘤","胸腔积液",1
"结肠恶性肿瘤","血小板减少症",1
"结肠恶性肿瘤","胰腺恶性肿瘤",1
"结肠恶性肿瘤","胰腺继发恶性肿瘤",1
"结肠恶性肿瘤","幽门螺旋杆菌感染",1
"结肠恶性肿瘤","脂肪肝",1
"结肠恶性肿瘤","直肠恶性肿瘤",1
"结肠恶性肿瘤","直肠息肉",1
"结肠恶性肿瘤","子宫平滑肌瘤",1
"结肠恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"结肠肝曲恶性肿瘤","胆囊结石",1
"结肠肝曲恶性肿瘤","低蛋白血症",1
"结肠肝曲恶性肿瘤","多发性结肠息肉",1
"结肠肝曲恶性肿瘤","肝继发恶性肿瘤",1
"结肠肝曲恶性肿瘤","高血压Ⅱ期",1
"结肠肝曲恶性肿瘤","高血压病",1
"结肠肝曲恶性肿瘤","结肠息肉",1
"结肠肝曲恶性肿瘤","慢性萎缩性胃炎",1
"结肠肝曲恶性肿瘤","慢性胃炎",1
"结肠肝曲恶性肿瘤","食管白斑",1
"结肠肝曲恶性肿瘤","心律失常",1
"结肠继发恶性肿瘤","恶性腹水",1
"结肠继发恶性肿瘤","腹股沟恶性肿瘤",1
"结肠继发恶性肿瘤","肝继发恶性肿瘤",1
"结肠继发恶性肿瘤","急性肝功能衰竭",1
"结肠继发恶性肿瘤","乳腺恶性肿瘤",1
"结肠继发恶性肿瘤","胰腺继发恶性肿瘤",5
"结肠良性肿瘤","Brunner's腺瘤 (十二指肠腺腺瘤)",1
"结肠良性肿瘤","肠道菌群失调",10
"结肠良性肿瘤","陈旧性肺结核",2
"结肠良性肿瘤","胆囊息肉",1
"结肠良性肿瘤","高血压Ⅱ",2
"结肠良性肿瘤","高血压Ⅲ",1
"结肠良性肿瘤","高血压病",1
"结肠良性肿瘤","高脂血症",3
"结肠良性肿瘤","高脂血症，未特指",1
"结肠良性肿瘤","结肠憩室",1
"结肠良性肿瘤","肋骨骨折",1
"结肠良性肿瘤","慢性胃炎",1
"结肠良性肿瘤","慢性阻塞性肺病",1
"结肠良性肿瘤","食管良性肿瘤",4
"结肠良性肿瘤","食管炎",1
"结肠良性肿瘤","胃窦炎",2
"结肠良性肿瘤","胃良性肿瘤",7
"结肠良性肿瘤","小肠良性肿瘤",2
"结肠腺瘤样息肉病","肠道菌群失调",1
"结肠腺瘤样息肉病","高血压",1
"结肠腺瘤样息肉病","高血压Ⅲ期",1
"结肠腺瘤样息肉病","高血压I",1
"结肠腺瘤样息肉病","高血压I期",1
"结肠腺瘤样息肉病","卵巢粘液性囊肿",1
"结肠腺瘤样息肉病","慢性萎缩性胃炎",1
"结肠腺瘤样息肉病","慢性胃炎",2
"结肠腺瘤样息肉病","脾区综合征",1
"结肠原位癌","白细胞异常",1
"结肠原位癌","低蛋白血症",1
"结肠原位癌","低钾血症",1
"结肠原位癌","低钠血症",1
"结肠原位癌","电解质代谢紊乱",1
"结肠原位癌","多发性结肠息肉",2
"结肠原位癌","反流性食管炎",1
"结肠原位癌","肝继发恶性肿瘤",1
"结肠原位癌","肝囊肿",1
"结肠原位癌","高血压I期",1
"结肠原位癌","高血压病",2
"结肠原位癌","继发性血小板减少",1
"结肠原位癌","结肠息肉",1
"结肠原位癌","结肠炎",1
"结肠原位癌","结核性腹膜炎",1
"结肠原位癌","慢性萎缩性胃炎",1
"结肠原位癌","贫血",1
"结肠原位癌","缺血性视神经病变",1
"结肠原位癌","噬血细胞综合征",1
"结肠原位癌","特指肠道感染",1
"结肠原位癌","胃排空障碍",1
"结肠原位癌","胃息肉",1
"结肠原位癌","心律失常",1
"结肠原位癌","脂肪肝",1
"结肠原位癌","直肠息肉",1
"结肠肿瘤","高血压病",1
"结肠肿瘤","脑梗死",1
"结肠肿瘤","退行性脊柱炎",1
"结节性硬化型何杰金氏病","药物性肝损害",1
"结节硬化型霍奇金淋巴瘤","肺炎",1
"结膜良性肿瘤","高度近视",1
"结膜良性肿瘤","角膜云翳",1
"结膜良性肿瘤","屈光不正",1
"颈部恶性黑色素瘤","高血压I期",1
"颈部继发性恶性肿瘤","残胃炎",1
"颈部继发性恶性肿瘤","反流性食管炎",1
"颈部继发性恶性肿瘤","高血压病",1
"颈部继发性恶性肿瘤","前列腺增生",1
"颈部继发性恶性肿瘤","乳腺恶性肿瘤",2
"颈部继发性恶性肿瘤","心包积液",1
"颈部继发性恶性肿瘤","胸腔积液",1
"颈部良性肿瘤","慢性腮腺炎",1
"颈部淋巴结继发恶性肿瘤","2型糖尿病",1
"颈部淋巴结继发恶性肿瘤","低蛋白血症",2
"颈部淋巴结继发恶性肿瘤","低钾血症",1
"颈部淋巴结继发恶性肿瘤","恶性腹水",1
"颈部淋巴结继发恶性肿瘤","恶性胸腔积液",3
"颈部淋巴结继发恶性肿瘤","放射性肺炎",1
