ARCIMRowid,ARCIMCode,ARCIMDesc
14724||1,3315#274,内固定材料(股骨锁定钛板)(10孔)
14725||1,XY2014041401,左氧氟沙星片[0.2g*12片]
14726||1,XY2014041402,地塞米松片(0.75mg*100片)1
14727||1,120900001#4,一次性胃管（三腔双囊）(16F--18F)
14728||1,331501004#26,人工椎体（六钉两棒）
14729||1,331501057#31,人工椎间盘（椎间融合器）(10/22mm)
1472||1,XY00010,(特)伏立康唑粉针(汇德立康)[0.1g]
14730||1,3315#275,内固定材料（手指钛板）(3孔)
14731||1,331501057#32,人工椎间盘（椎间融合器）(10mm)
14732||1,331501057#33,人工椎间盘(颈前路钛板)(45mm)
14733||1,3315#276,内固定材料（手指钛板）(直型6孔)
14734||1,3315#277,内固定材料（钛钉）(HA2.0)
14735||1,QX00000#700,一次性术口牵开保护套
14736||1,QX00000#701,一次性术口牵开保护套（320）
14737||1,QX00000#702,一次性术口牵开保护套（350）
14738||1,311000010#2,血液灌流器(HA330)1953
14739||1,311000010#3,血液灌流器(HA330 II)2478
1473||1,XY01978,(高危B)紫杉醇脂质体粉针(力扑素)[30mg]
14740||1,2503#5,特殊采血管(GD050SG/分离胶)
14741||1,1204#33,一次性中心静脉导管2520
14742||1,331501004#27,人工椎体(脊柱内固定系统)(九钉两棒)
14743||1,QX00000#1129,血酮试纸
14744||1,SSF2014041701,输卵管开窗术
14745||1,SSF2014041702,卵巢囊肿烧灼术
14746||1,1206#19,一次性敷贴（银离子泡沫敷料）
14747||1,SSF2014041703,卵巢切开探查术
14748||1,FS0087,头颅侧位片
14749||1,331507#14,人工膝关节(5#R5#L4#R4#)
1474||1,XY01852,因卡磷酸二钠粉针(茵福)[10mg]
14750||1,331507#15,人工膝关节(6#R6#/13MM)
14751||1,XY2014041701,黄柏八味片(0.5g*30片)
14752||1,XY2014041702,速效救心丸[40mg*50丸*3板]
14753||1,JY000072,体检肾功
14754||1,XY2014041801,特布他林雾化液(博利康尼)[2ml:5mg*20支]
14755||1,3315#278,内固定材料(股骨锁定钛板)(11孔)
14756||1,3315#279,内固定材料(股骨髓内钉)(I型)
14757||1,XY2014042101,纤溶酶注射液[1ml:100IU]
14758||1,311000022#1,导管(导引鞘)FUS-120035
14759||1,311000025#3,导管(输尿管导管)11
1475||1,ZY00216,保妇康栓[1.74g*8枚]
14760||1,311000019,导管(猪尾巴)
14761||1,32#299,球囊（扩张导管）(BDC-18/80-7/10)
14762||1,32#297,导管(球囊扩张导管)(8*40)
14763||1,32#298,导管(造影导管)(SCBR4-38-100-0)
14764||1,32#92,导管（5F）3108
14765||1,331103006#0805144,钛夹（大号）
14766||1,XY2014042201,(高危A)10%浓氯化钠注射液[10ml:1g]
14767||1,XY2014042202,过氧化氢溶液[3%100ml]1111
14768||1,XY2014042203,酚妥拉明注射液[1ml:10mg*5支]
14769||1,XY2014042204,(高危B)异丙嗪注射液[1ml*25mg*10支]
1476||1,XY01848,(高危C)益气复脉粉针[0.65g]
14770||1,XY2014042205,(高危A)利多卡因注射液[5ml:0.1g*5支]1111
14771||1,330406008#4,人工晶体(1#-32#)1522.5
14772||1,XY2014042206,二甲双胍缓释片[0.5g*20片]
14773||1,XY2014042207,(高危A)艾司洛尔(爱络)注射液[10ml:0.1g]
14774||1,CK0189,各种死胎分解术
14775||1,XY2014042301,安络痛片[0.42g*24片]
14776||1,3315#387,外固定架14300
14777||1,3315#280,内固定材料（负压引流管套装）
14778||1,331507#59,人工关节(半髋)(48#46-4814#28/-3)
14779||1,331507#60,人工关节(半髋)(12#24/-3.5)
1477||1,XY01595,维D钙咀嚼片(迪巧)[0.3g*60片]
14780||1,331507#61,人工关节(半髋)(10#49#24/0)
14781||1,331507#620805173,人工关节(全髋)(48#46-4814#28/-3)
14782||1,XY2014042401,生长抑素粉针[3mg]
14783||1,XY2014042402,曲司氯铵片(氨苏)[20mg*20片]
14784||1,XY2014042501,二甲双胍缓释片1[0.5g*20片]
14785||1,XY2014042502,二甲双胍缓释片1[0.5g*20片]
14786||1,XY2014042801,维生素Ａ丸[2500U*100片]
14787||1,XY2014042804,更昔洛韦粉针(更迈欣)[0.25g]
14788||1,XY2014042802,氨磷汀粉针[0.4g]
14789||1,XY2014042803,托烷司琼粉针(罗亭)[5mg*1支]
1478||1,XY00006,(限抗)头胞噻肟钠粉针(凯福隆)[0.5g]
14790||1,XY2014042805,阿立哌唑片(奥派)(10mg*7片)
14791||1,XY2014042806,复方黄藤洗液(200ml)
14792||1,CLJR0168#3,导管(造影导管)(035)
14793||1,QX00000#952,刀片(11#-24#)
14794||1,310208001#5,泵管126.5
14795||1,QX00000#746,石膏绷带(大号/15*460)9
14796||1,QX00000#747,石膏绷带(中号/12.5*460)8
14797||1,QX00000#1075,止血钳(12.5蚊式，直全齿)
14798||1,QX00000#733,灭菌剂(170G)
14799||1,XHNK009,测脉搏
1479||1,XY00891,聚乙二醇干扰素a-2a(派罗欣)注射液[0.5ml:135ug]
147||1,XY00616,复方活脑舒[0.25g*24粒]
14800||1,QX00000#586,阴道炎试剂合38
14801||1,QX00000#585,利普试剂盒
14802||1,1204#11,一次性敷贴(9*10)3.4
14803||1,1204#43,一次性静脉留置针(20G-24G)
14804||1,121600001#14,一次性双腔导尿管(8F-28F)
14805||1,33#30805103,特殊缝线(可吸收线)J570G
14806||1,1204#34,一次性中心静脉导管（16G单腔）
14807||1,311000006#3,透析器(空心纤维)440
14808||1,QX00000#729,电子血压计(HEM-7112)430
14809||1,QX00000#894,手清洁液(5L)90
1480||1,XY00702,宫瘤消胶囊[0.5g*60粒]
14810||1,QX00000#364,培养基(90ML)
14811||1,120800001#4080534,一次性营养管(营养袋)
14812||1,XY2014042901,养胃舒胶囊(0.4g*12粒)
14813||1,310702007#6,起搏器14500
14814||1,1206#20,一次性敷贴(银离子澡酸盐抗菌付料)
14815||1,330605005#19,"特殊材料(口腔螺钉)(螺钉2.0,长6MM)"
14816||1,311000006#10805172,透析器(130G)161.7
14817||1,33#31,吻合器(美国)4725
14818||1,QX00000#1530,吸引管350
14819||1,QX00000#804,一次性眼科手术刀(美国）
1481||1,XY00742,红核妇洁洗液[150ml]
14820||1,311000019#1,导管(德国)斯开鞘
14822||1,311000025#4,导管(输尿管导管)(f12-f14)
14823||1,QX00000#913,导管固定装置48.5
14824||1,CLJR0334#1,支架(3.5*12-3.5*36)
14825||1,120900001#5,一次性胃管（三腔双囊）(16F--18F)319
14826||1,QX00000#974,康复滚筒
14827||1,QX00000#975,康复滚筒（20*80）
14828||1,QX00000#976,电针仪
14829||1,QX00000#972,多功能腿浴器
1482||1,XY00913,康妇炎胶囊[0.4g*48粒]
14830||1,CLJR0334#2,支架(2.75*29)11300
14831||1,CLJR0334#3,支架(4.0*15)11300
14832||1,HL01002,整形科一般护理常规
14833||1,SS02311,椎间盘微创消融术
14834||1,SS02312,椎间盘微创消融加收
14835||1,SS02313,椎间盘微创射频消融加收
14836||1,3315#281,内固定材料(股骨远端锁定钛板)
14837||1,3315#282,内固定材料(肩锁钩钛板)(4孔右)
14838||1,331501057#34,人工椎间盘(颈后路钛钉)(2.0*10)
14839||1,3315#395,内固定材料(肱骨近端钛板)(4孔右)4410
1483||1,XY00634,复方麝香注射液[10ml]
14840||1,310702007#7,起搏器(5626)
14841||1,310702007#8,电极(1888TC)
14842||1,CL02137#4,鞘管(8F)470.8
14843||1,32#177,鞘管(9F)470.8
14844||1,120100014#3080514,一次性冲洗器(3.52)
14845||1,CZ02013,心电事件记录（心血管内科）
14846||1,1204#38,一次性输液器（双头螺旋）
14847||1,XY2014050501,安胃疡胶囊(12粒*2板)
14848||1,XY2014050502,重组人白介素-2(新德路生)注射液1
14849||1,XY2014050503,重组人血小板生成素(特比澳)注射液[15000U/1ml]
1484||1,XY01435,生血宝合剂[100ml]
14850||1,XY2014050504,复方铝酸铋片(新胃必治)
14851||1,XY2014050505,前列倍喜胶囊(0.4g*54粒)
14852||1,XY2014050506,心血宁片(0.21g*36片)
14853||1,XY2014050507,小建中胶囊(0.4g*24粒)
14854||1,XY2014050508,重组人白介素-2(新德路生)注射液2
14855||1,XY2014050509,重组人白介素-2注射液(新德路生)[50万IU]
14856||1,3315#284,内固定材料(肱骨近端钛板)(5孔右)3780
14857||1,HL0012,温开水
14858||1,331507#63,人工关节(半髋)(11#24/0 45#)
14859||1,QX00000#690,一次性引流球
1485||1,XY01714,小儿感冒退热糖浆[10ml*10支]
14860||1,QX00000#901,试管(15*100)0.06
14861||1,CZ01899,消化系统使用电子镜加收(普外)
14862||1,CZ02014,经皮选择性动脉造影术（神经内科）
14863||1,CZ02015,经股动脉插管全脑动脉造影术（神经内科）
14864||1,3315#285,内固定材料(锁定钛钉)5.0mm(825)
14865||1,3315#286,内固定材料(小T型板)(3孔)2625
14866||1,3315#287,内固定材料(3/1圆钛板)(4孔)
14867||1,3315#288,内固定材料(3/1圆钛板)(6孔)4410
14868||1,3315#289,内固定材料（负压引流管套装）1890
14869||1,YK008,眼压+验光+试镜
1486||1,XY01716,小儿惊风七厘散[0.2g]
14870||1,HL0222,营养管护理
14871||1,QX00000#698,一次性包布(25*50)0.46
14872||1,QX00000#584,C肽测定试剂盒
14873||1,QX00000#598,T3抗体1mg
14874||1,210103#6,胶片(TP-LJ-H)
14875||1,QX00000#978,敷料包(PTCC)
14876||1,33#39,特殊缝线(可吸收性外科线)VCP358H抗菌微乔0#
14877||1,33#40,特殊缝线(可吸收性外科线)J359H
14878||1,QX00000#1020,轮椅(H004)
14879||1,QX00000#1021,玻璃量杯(50ml)
1487||1,XY01421,肾衰宁片[0.36g*36片]
14880||1,QX00000#1022,病理夹(ABS008)
14881||1,QX0000#824,手清洁液(1L)
14882||1,QX00000#888,消毒片(1000片/袋)
14883||1,QX00000#920,碘伏(500ml)
14884||1,QX00000#921,碘伏消毒液(60ml)
14885||1,QX00000#923,取样钳(AMHBF1.8*1200)
14886||1,2503#6,特殊采血管(2ml/4;1)
14887||1,121600001#7,一次性梅花导头尿管(FR22)7.7
14888||1,310511003#1,树脂(美国)
14889||1,QX00000#819,EDTA凝胶
1488||1,XY00935,苦黄注射液[10ml*6支]
14890||1,QX00000#822,种植手机(SG20)
14891||1,QX00000#823,含碘消毒液10
14892||1,QX00000#963,C型先锋锉(德国)
14893||1,QX00000#931,抛光磨头
14894||1,QX0000#932,喷粉
14895||1,QX00000#933,磨头
14896||1,QX00000#938,樟脑苯溶液
14897||1,QX00000#927,印膜材
14898||1,QX00000#934,镍钛拉簧
14899||1,QX00000#935,根管充填材料
1489||1,XY01854,茵栀黄口服液[10ml*6支]
148||1,XY00731,海昆肾喜胶囊[0.22g*18粒]
14900||1,QX00000#936,红腊片
14901||1,XY2014050801,东宝针[7支]
14902||1,XY2014050901,重组人白介素-2注射液(新德路生)[100万IU]
14903||1,XY2014050902,氟马西尼注射液(立易平)[10ml:1mg]
14904||1,XY2014050903,重组人干扰素a-2b(凯因益生)注射液[300万IU]
14906||1,3315#290,内固定材料(股骨近端锁定钛板)(4孔右)
14907||1,CL01567#012,支架（颅内）(5-13)
14908||1,CL01567#010,支架（颅内）(5-13)15500
14909||1,32#143,支架（颈动脉）(8-40-132)
1490||1,XY00312,长春西汀(小)注射液[2ml*10mg]
14910||1,QX00000#463,栓塞保护器(SPD2-050-320)
14911||1,XY2014051401,氟伏沙明片(50mg*30片)
14912||1,XY2014051402,(精二)奥沙西泮片(15mg*20片)
14913||1,33#41,特殊缝线(不可吸收线)W1770
14914||1,XY2014051501,氯解磷定注射液[2ml:0.5g*10支]111111
14915||1,32#173,支架(外周血管支架)23500
14916||1,32#178,鞘管(4F)748
14917||1,ZY2014051601,十味玉泉片(0.65g*48片)
14918||1,32#154,鞘管(KCFW-6.0-90)2877
14919||1,310905011#4,球囊扩张导管(美国)7140
1491||1,XY00313,长春西汀(大)注射液[5ml*30mg]
14920||1,32#139,导丝(微导丝)(CMW-14-300)
14921||1,32#174,支架(血管支架)6*170-7*150
14922||1,32#175,支架(血管支架)6*120-7*120
14923||1,32#192,支架(外周血管支架)(7*150)
14924||1,XY2014051601,果糖二磷酸钠粉针(欣护乐)[5g]
14925||1,XY2014051901,胸腺五肽粉针[1mg]
14926||1,ZY2014051901,润燥止痒胶囊(0.5g*24粒)
14927||1,ZY2014051902,颈舒颗粒(6g*9袋)
14928||1,331507#64,人工关节(全髋)(11#52#28/0)
14929||1,331507#65,人工关节(全髋)(9#50#28/0)
1492||1,XY01740,新斯的明注射液[1ml:0.5mg*10支]
14930||1,XY2014052001,二羟丙茶碱注射液[2ml*0.25g*10支]11111
14931||1,XY2014052002,二羟丙茶碱注射液[2ml:0.25g*10支]2222
14932||1,XY2014052003,叶酸片[5mg*100片]
14933||1,XY2014052004,咪康唑软膏(达克宁)[2%*20g:0.4g]1111111
14934||1,XY2014052005,亚甲兰注射液[2ml:20mg*5支]
14935||1,310901006#7,支架(气道)(18*50)
14936||1,310901006#8,支架(气道)(18*40)
14937||1,ZY2014052001,参松养心胶囊[0.4g*36粒]
14938||1,XY2014052006,升华硫软膏[100g]
14939||1,CZ02016,心电事件记录（神经内科）
1493||1,XY00927,克林霉素棕榈酸酯颗粒(可尔生)[2g：75mg*12袋]作废
14940||1,XY2014052201,银杏叶提取物(悦康通)注射液[5ml:17.5mg*10支]
14941||1,XY2014052202,奥美拉唑肠溶胶囊[20mg*28粒]
14942||1,ZY2014052301,双石通淋胶囊(0.5g*36粒)
14943||1,XY2014052301,葡萄糖酸钙注射液[10ml:1g]111111
14944||1,331507#16,人工膝关节(4#3#1-2/9MM)
14945||1,3315#291,内固定材料(股骨近端钛板)(5孔左)
14946||1,YL00100,特殊慢性病鉴定费
14947||1,310901006#9,支架(5.0-13)
14948||1,XY2014052801,(限抗)洛美沙星粉针(诺宏)[0.4g]1
14949||1,32#140,导丝(0.035*260)382.8
1494||1,XY00302,参芎葡萄糖注射液[100ml:0.1g:20mg]
14950||1,3315#292,内固定材料(股骨髓内钛钉)(10*360)
14951||1,1204#12,一次性敷贴(35*14)
14952||1,1204#13,一次性敷贴(10*30)9.9
14953||1,120100014#4080515,一次性冲洗器(冲洗袋)
14954||1,3315#293,内固定材料(锁骨钛板)
14955||1,3315#294,内固定材料(胫骨近端钛板)
14956||1,3315#295,内固定材料(股骨元端钛板)
14957||1,ZY2014052801,参莲胶囊(0.5g*60粒)
14958||1,3315#296,内固定材料(中空钛钉)(6.3mm)
14959||1,3315#297,内固定材料(股骨近端钛板)13孔左
1495||1,XY00707,谷红注射液[5ml]2
14960||1,330201009#2,修补材料(钛网)(150*150)
14961||1,QX00000#1128,血糖纸(拜安捷)
14962||1,XY2014052802,依降钙素(斯迪诺)注射液(1ml:10U)
14963||1,330100005#3,导管(麻醉回路管)成人140.8
14964||1,330100005#4,导管(麻醉回路管)小儿A型132
14965||1,XY2014052901,长春胺缓释胶囊(奥勃兰)[30mg*10粒]
14966||1,XY2014052902,丙戊酸钠粉针(汉非)[0.4g]
14967||1,XY2014052903,5%葡萄糖注射液[500ml:25g]
14968||1,XY2014052904,0.9%氯化钠注射液[250ml]
14969||1,XY2014052905,5%葡萄糖注射液[100ml:5g]
1496||1,XY00747,红金消结胶囊[0.4g*36粒]
14970||1,XY2014052906,5%葡萄糖注射液[250ml:12.5g]
14971||1,XY2014052907,0.9%氯化钠注射液[100ml]
14972||1,XY2014052908,0.9%氯化钠注射液[250ml:2.25g]1
14973||1,32#155,鞘管(18G)55
14974||1,XY2014052909,0.9%氯化钠注射液[500ml:4.5g]
14975||1,310905011#5,球囊扩张导管(美国)6*40
14976||1,310905022#4,支架(7*80)
14977||1,JY000318,便常规（留样）
14978||1,33#34,特殊缝线(可吸收性外科线)vcp310H
14979||1,33#35,特殊缝线(可吸收性外科线)vcp433H
1497||1,XY01963,注射用丹参粉针[400mg]11111
14980||1,33#36,特殊缝线(可吸收性外科线)W9918
14981||1,330100013#4,气管导管包(气管套管)7.0#/7.5#(192.50)
14982||1,330100017#22,膜肺(成人)3202.5
14983||1,330100017#16,体外循环管道(安贞型)
14984||1,330100017#17,超滤器(婴儿)
14985||1,330100017#18,冷灌管(心肌保护灌注)308
14986||1,330100017#19,特殊材料(吸引器硬头)
14987||1,ZY2014052902,艽龙胶囊[80mg*18粒]
14988||1,XY2014053001,(高危A)硝普钠粉针[25mg]
14989||1,XY2014053002,卡马西平片[0.1g*100片]
1498||1,XY01405,山葡健脾颗粒[10g*10袋]
14990||1,XY2014053003,绒促性素粉针[2000IU]
14991||1,XY2014053004,(高危A)50%葡萄糖注射液[20ml:10g]
14992||1,32#300,球囊（扩张导管）(BDC-20/60-7/10)
14993||1,32#95,导管2950(STD125-26S)
14994||1,32#141,导丝(STM180-18S)
14995||1,32#363,导管(HNBR5.0-38-125-P-NS-MPA)231
14996||1,330100017#24,一次性插管(各规格型号)
14997||1,32#18,三通接头(MAP152)330
14998||1,32#364,泵(LP-Z-30X)
14999||1,XY2014060401,(高危A)氯化钾注射液[10ml:1.0g]
1499||1,XY00611,复方黄芩含漱液[150ml]
149||1,XY01767,血栓心脉宁胶囊[0.5g*40粒]1
14||1,XY00920,抗肿瘤核糖核酸粉针(抗乳腺)[2mg]
15000||1,XY2014060501,格列吡嗪控释片(瑞易宁)[5mg*14片]
15001||1,YL00101,免疫组织化学染色诊断（肿瘤内科）
15002||1,YL00102,免疫荧光染色诊断（肿瘤内科）
15003||1,YL00103,印迹杂交技术（肿瘤内科）
15004||1,YL00104,甲胎蛋白测定(AFP)（肿瘤内科）
15005||1,YL00105,癌胚抗原测定(CEA)（肿瘤内科）
15006||1,YL00106,糖链抗原测定(CA125)（肿瘤内科）
15007||1,YL00107,糖链抗原测定(CA153)（肿瘤内科）
15008||1,YL00108,糖链抗原测定(CA199)（肿瘤内科）
15009||1,YL00109,癌肿抗原CA242（肿瘤内科）
1500||1,XY01238,脾多肽注射液[2ml]1111
15010||1,YL00110,糖链抗原测定(CA724)（肿瘤内科）
15011||1,YL00111,PSA（肿瘤内科）
15012||1,YL00112,细胞角蛋白19片段测定(CYFRA21-1)（肿瘤内科）
15013||1,YL00113,β-HCG（肿瘤内科）
15014||1,YL00114,鳞状细胞癌相关抗原测定（SCC）（肿瘤内科）
15015||1,32#352,栓塞材料(封堵器)(14mm-20mm)
15016||1,310702007#1080570,起搏器(5826)
15017||1,310606001#8080564,吻合器(切割QHY-60)
15018||1,331507#66,人工关节(全髋)(50#22/2)
15019||1,331507#67,人工关节(全髋)(46#22+5)
1501||1,XY01006,磷酸钠盐灌肠液(意福)[118ml]
15020||1,3315#298,内固定材料（负压引流管套装）2782.50
15021||1,32#262,导管(导引导管)(7FJR3.5)
15022||1,32#270,导管(6FEBU3.5/3.75)
15023||1,32#90,导丝(介入微导丝)
15024||1,32#115,导丝(超滑导丝)(260CM)382.8
15025||1,32#180,导丝(导引导丝)AT
15026||1,32#82,鞘管(7F11cm)217.8
15027||1,32#83,鞘管(8F11cm)217.8
15028||1,33#61,特殊缝线(微乔)(W8316)137.5
15029||1,33#63,特殊缝线(Vcp772D)(八根针)
1502||1,JY000001,血细胞分析
15030||1,33#78,吻合器(钉仓)
15031||1,3314#20805157,特殊脐带夹3.3
15032||1,33#64,特殊缝线CH395(5-0)
15033||1,310100016#080546,一次性穿刺针(12#)
15034||1,120100011#5,一次性痰液收集器(30ml)
15035||1,120100011#6,一次性痰液收集器(20ml)
15036||1,120100011#7,一次性痰液收集器(14F)
15037||1,32#219,泵(LP-Z-30X)825
15038||1,XY2014061101,丙戊酸钠粉针(比清)[0.4g]
15039||1,XY2014061102,克林霉素磷酸酯阴道凝胶[5g:0.1g*3支]
1503||1,JY000002,血型
15040||1,XY2014061201,人血白蛋白(安博灵)[50ml*20%]
15041||1,XY2014061202,(精二)苯巴比妥钠粉针[0.1g]
15042||1,ZY2014061201,复方半边莲注射液[2ml]11111
15043||1,3315#299,内固定材料(锁骨勾钛板)(4孔右)
15044||1,3315#300,内固定材料(中空钛钉)(3.5mm)
15045||1,3315#301,内固定材料(锁骨钛板)(10孔左)
15046||1,331501057#35,人工椎间盘（椎间融合器）(12/22mm)
15047||1,3315#302,内固定材料（负压引流管套装）3360
15048||1,3315#303,内固定材料（膜）30*30
15049||1,3315#304,内固定材料（钉）10*320
1504||1,JY000003,红细胞沉降率
15050||1,QX00000#942,负极板(单极)
15051||1,QX00000#761,纱布块(10*12*8)0.58
15052||1,310905012#1,一次性鼻胆引流管(F6*6)
15053||1,310905012#2,一次性鼻胆引流管(F7)
15054||1,310905022#11,支架(胆道支架)2079
15055||1,310905022#12,支架(胆道支架)8820
15056||1,310905011#7,导丝(A00556141)4147.5
15057||1,310905022#13,支架(胆道支架)M053928-90(美国)
15058||1,310905012#4,球囊扩张器
15059||1,310905012#5,球囊扩张器4179
1505||1,JY000004,血流变
15060||1,310905022#14,支架(胆道支架)M0539310(美国)
15061||1,310905013#080589,网蓝(美国)(M00510890)
15062||1,310905011#8,导丝(M00556580)3097.50
15063||1,QX00000#992,三腔括约肌切开刀(MOO535900)
15064||1,230600017#0805165,内镜专用粒子推注器
15065||1,QX00000#994,三腔针况切开刀4500
15066||1,CLYC0098#9,静脉玻璃器
15067||1,32#271,导管(3F-4F)2205
15068||1,311000019#3,导管(德国)肾造瘘管
15069||1,311000025#5,导管(输尿管导管)187
1506||1,JY000005,凝血系列
15070||1,ZY2014061601,玉泉胶囊[0.5g*40粒]
15071||1,ZY2014061602,桔贝合剂[10ml*6支]
15072||1,311000019#2,导管(德国)斯开鞘528
15073||1,311000025#6,导管(输尿管导管)(F4)
15074||1,3315#305,内固定材料(形状记忆环抱接骨板)
15075||1,JHCF20140619,救护车费
15076||1,XY2014062001,五维赖氨酸颗粒[5g*12袋]
15077||1,XY2014062002,(高危B)低分子量肝素钠(苏可诺)粉针[2500IU]
